destination,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C“te d'Ivoire,Croatia,Cuba,Cura‡ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R‚union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
San Marino,,30,,,,1,,,69,,,,3,,,,,1,9,4,,,,,,1,,24,,,3,,,,1,,,,,,,,5,10,,,4,,4,,,,16,19,,,2,,,,,,8,4,5,,,2,,,,,,2,24,,,,,1,4,,,1,,,,,1,,,,,,,2,,1,,7,,1,,1,  3 829,,1,,0,,,,1,,1,,,,,,0,,,,,,,,,,,,,3,,,,,,14,,,,,,1,,,,,1,,,1,,,,1,,,2,1,25,1,,,,11,,109,29,,,,,,,,,,,1,3,,,,,8,1,,,,,2,0,0,,,,2,0,,,1,1,,,,,,5,4,,,,,53,,4,,13,,,,,,,,,,,
Serbia,,255,,,,,,,58,,,324,  3 554,,,,,,111,110,,,,,,  163 831,,54,,,  1 102,,,,,188,,,,,,,,367,,,,,,,,,  150 786,,,,573,,,54,,,,,,,,,,,,,,,  3 194,,,,,,  7 591,,,798,,,,,,,,,,,,  1 984,,,,,151,,,,542,,,85,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,  77 303,,,,,,,,346,,8,,,,,,,,,,,,,,,790,,,,,154,,  4 805,  2 093,,,,,,,,,,,,,,,,,422,  14 089,,,49,,,,,,,,532,  1 049,80,,,  58 753,,,,,,,151,,,,,  1 166,,193,,548,,,,,,,,,,42,
Slovenia,9,145,34,,,2,,,426,7,6,433,  3 168,1,,,5,1,107,302,0,1,,,11,  97 031,2,88,,,794,5,3,2,11,438,2,,1,37,0,,31,793,,,29,,8,,2,0,  49 226,50,,18,389,4,2,46,,1,157,9,93,,,4,16,11,,,1,26,  1 246,,,1,8,12,  8 492,22,,99,,,,,1,8,3,2,10,,5,417,9,102,22,58,54,37,,41,  3 138,10,58,56,41,22,,13,2,3,29,20,,3,35,13,32,41,11,1,6,,5,9,,,,5,,40,,1,3,  2 815,1,14,3,2,2,,10,324,,19,3,,25,,,24,1,19,,3,2,3,36,64,339,32,,2,19,301,,316,  1 122,11,,,,,,,,,9,2,  35 768,,8,6,,550,,2,5,40,12,434,13,2,9,,,371,  1 114,32,0,180,  13 677,,3,,,1,44,93,4,,,3,  1 408,12,546,1,703,,7,19,,45,4,1,4,11,3,10
Spain,,  1 804,  57 143,,  5 502,  3 971,,,  275 399,  10 514,,  5 480,  9 732,,,,  10 075,,  3 386,  46 074,,380,,,  201 883,  2 043,,  138 710,,,  154 389,  1 072,,,  5 569,  5 662,  4 401,,,,,,  63 628,  145 486,,,  350 280,,  2 169,,  3 066,  3 014,  1 671,  98 639,,302,  8 915,,  1 503,  12 173,,839,  129 140,  457 479,  3 915,  7 858,  21 636,,  1 352,  2 643,,,,  12 180,  216 807,,,,  17 967,  10 168,  236 914,  14 319,,  4 145,,,,,  6 502,  12 230,  6 478,,,,  27 235,  8 238,  1 323,  34 219,  2 015,  4 899,  1 642,  16 119,,  2 672,  90 586,,  5 392,  2 047,  1 211,  1 277,,,,,  3 126,  2 970,,859,,122,  19 757,  1 454,,,,,  21 899,265,,,  10 750,,,  44 462,,,,,,  717 657,,,,,  2 915,  51 006,,850,  13 067,,  36 259,,,  17 343,,  53 783,,  4 284,,  81 826,  186 537,  36 470,  77 258,  140 455,,,  3 319,  16 479,,  740 875,  56 329,,,,,,,,,,533,  56 751,  3 575,,  1 061,,,  7 524,  1 106,,,  2 333,,,,,,,,  21 786,  63 997,  4 664,,  1 596,506,,457,,,,  2 503,  3 246,,,,,  77 299,,  368 165,,  34 971,,  82 495,,,  146 371,  1 081,,,,,
The former Yugoslav Republic of Macedonia,,  24 127,,,,,,,,,,,4,,,,,,,,,,,,,  8 044,,,,,991,,,,,,,,,,,,,,,,,,,,,,  1 323,,,,50,,,,,,,,  1 814,,,,,,,,,,,,,,,,40,,,217,,,,,,,,,,,,76,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  8 519,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,23,200,,,,,,,,,,,,  16 538,,,,,35,237,,,,,,,,,,,,,,,,,,,,,,,  68 920,,,,,60,,,,,,,,,,,,,,,
Austria,  7 370,  2 690,  1 103,,2,292,,6,  1 302,  2 609,,  2 129,,919,19,18,  2 340,18,  1 425,  2 201,35,68,16,21,435,  132 666,22,  4 434,,5,  13 452,104,83,819,559,  2 177,35,,,25,11,,  1 075,  15 145,240,14,  1 342,,391,,153,183,  34 205,752,,277,  47 022,  2 405,599,  1 213,6,43,  2 672,565,  12 732,58,9,89,319,  1 091,,,15,  1 366,  7 665,,,21,538,  2 835,  191 269,  2 115,,  3 422,,13,,1,319,258,58,16,54,,84,  38 020,161,  11 607,  1 038,  13 249,  4 723,843,,  2 191,  25 426,178,  2 539,640,943,840,,216,554,106,690,  1 575,4,234,393,323,777,652,64,33,412,8,85,93,,,29,98,,  1 292,1,21,  1 542,  18 675,,  1 647,57,60,157,1,502,  7 247,,379,178,27,  7 254,,,827,27,  4 116,1,53,51,195,  1 443,  11 847,  56 421,  1 473,5,22,,  1 521,,  60 079,  26 481,181,,2,12,,9,4,1,2,408,286,  166 876,37,229,245,,  23 230,  15 311,12,  1 039,  2 388,298,  3 524,839,237,245,17,20,  3 036,  13 511,  2 838,243,  4 792,  18 743,,187,,6,59,  3 155,  158 045,120,,11,234,  7 038,150,  9 416,134,  9 451,,241,645,6,782,  2 859,,,81,97,255
Belgium,  1 967,  3 016,  9 638,,,  2 015,,,,  3 130,,735,  2 729,692,,,  1 018,,  1 285,,,492,,,,  1 448,,  5 615,,,  14 129,,  1 360,,  7 876,  2 990,,,,,,,  1 004,  9 275,,,  1 418,,660,,,  1 614,819,637,,250,  2 361,,  19 370,  3 226,,,667,,  1 085,,  2 375,,631,585,,,,  3 241,  150 429,,,,,  1 295,  42 289,  3 113,,  15 875,,,,,,  2 225,,,268,,,  3 018,,  7 432,  1 241,  3 650,  1 676,  3 889,,  1 613,  182 747,,  4 874,33,  1 735,,,,991,,735,  1 698,,,,,  1 061,  4 734,,,,,,272,,,614,719,,916,,,,  1 442,,  87 905,,,,,  1 000,  143 251,,,,722,  2 461,,,  1 450,,  4 105,,,,,  1 021,  3 339,  46 220,  35 491,,,723,,,  28 303,  13 745,  1 948,,,,,,,,,,  1 274,  8 803,,632,,,  3 306,605,,668,788,,  48 524,,,,,,  4 748,  2 257,  1 612,,  3 238,  2 480,,  1 732,,,,  4 253,  42 429,,,,,  2 541,,  26 862,,  12 158,,,  1 566,,,  1 122,,,,,
France,  4 529,  6 368, 1 360 964,1,934,  17 303,9,57,  12 316,  18 154,10,  6 353,  11 947,  3 911,44,154,  4 752,73,  3 234,  145 756,8,  19 420,109,82,  2 994,  13 260,39,  54 608,,46,  16 767,  8 315,  1 775,  60 258,  75 999,  24 484,  21 205,4,,  15 904,  7 057,,  13 700,  90 227,490,16,  25 905,  34 849,  66 089,4,716,  85 556,  9 605,  4 547,33,980,  8 663,57,  60 144,  6 165,  6 251,  6 129,  3 320,  3 935,  29 429,  1 060,371,608,864,  8 253,4,,149,  3 642,,,,  18 817,  1 814,  7 214,  222 246,  6 369,67,  12 262,13,,,,  2 848,  28 098,  2 916,  4 491,  70 716,,558,  10 039,366,  45 720,  4 705,  21 677,  5 823,  9 349,13,  8 749,  349 686,493,  19 315,  1 373,  2 457,  1 663,8,699,686,  40 547,  2 654,  44 865,46,747,  2 236,26,  2 489,  12 261,  114 536,102,  2 414,6,  66 994,467,,,  15 846,  42 177,,  11 967,3,  23 731,  1 357,  1 334,6,  881 334,  1 227,448,165,,  1 261,  40 503,,  1 863,615,  5 235,  5 486,,,  3 872,104,  19 202,,486,25,982,  11 113,  14 482,  102 938,  608 601,49,141,  19 694,  6 241,,  63 557,  48 996,  5 892,1,4,  4 518,,28,17,209,213,  2 368,  112 129,  72 176,569,  1 238,  2 172,8,  4 236,  2 467,4,  1 791,  4 927,  1 483,  289 592,  38 829,945,  1 223,  23 195,20,  9 571,  90 627,  15 941,233,  17 267,  4 269,11,  22 605,,92,391,  369 667,  251 050,201,7,1,552,  15 107,746,  167 170,612,  51 281,1,  2 317,  1 050,704,  6 028,  119 606,,16,463,329,667
Germany,  96 863,  31 608,  13 255,,,,,,  7 137,  10 547,,  9 309,  200 862,  15 294,,,  4 370,,  30 588,  22 431,,  1 358,,,  1 713,  157 019,,  43 843,,,  65 255,  1 380,537,781,  11 216,  16 314,,,,,205,,  5 098,  73 412,,,  12 235,,  12 414,,726,  2 798,  230 431,  10 196,,895,  110 117,  1 963,  7 137,  21 412,,,  7 137,  4 415,  14 274,451,,  8 157,  9 176,  8 157,,,,  15 294,  122 353,,,345,  2 582,  13 255,,  23 451,,  235 529,,,,,644,  2 759,,,429,,558,  104 000,  1 365,  45 882,  12 235,  119 294,  92 784,  12 235,,  20 392,  428 234,  1 255,  16 314,  10 196,  709 645,  7 137,,,  48 941,928,  14 274,  66 274,,  2 266,  3 021,219,  29 569,  16 314,621,,  3 611,,755,447,,,,,,  7 137,,,,  20 392,,  92 784,,753,,,  2 566,  135 608,,  1 603,523,884,  22 431,,,  7 137,,  38 745,,303,,974,  12 235,  40 784, 1 133 801,  106 039,,,  25 490,  19 373,,  379 293,  996 155,733,,,,,,,,,  1 015,  2 227,  187 607,,  3 381,  1 249,,  49 961,  30 588,,  6 046,  8 157,,  87 686,  40 784,,,,,  17 333,  44 863,  43 843,  12 235,  70 353,  85 647,,  9 176,,,447,  26 510, 1 526 349,  5 098,,,  1 458,  231 450,,  95 843,  1 030,  110 117,,651,  21 412,,  3 211,  105 019,,,  2 140,322,
Liechtenstein,,,,,,,,,,,,,  2 080,,,,,,,20,,,,,,310,,65,,,2,,,,,,,,,,,,,52,,,,,,,,,127,,,,11,,,22,,,,,,,,,1,,,,,8,64,,,,,,  1 302,,,65,,,,,,,,,,,,19,1,,,,,11,,,  1 163,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,14,,,,,,,,60,,,,,,,,5,,,,,,,,,14,615,,,,,,,,,,,,,,,,,,,350,,,,,19,51,,,,,341,,,,,,20,  3 653,,,,132,,,,,,,788,,,,,,,39,,,,,,,,,,,,,
Luxembourg,,226,76,,,11,,,30,5,,58,623,1,1,,23,1,33,  12 747,,6,,,3,  1 820,,224,,,566,2,5,1,46,178,  1 215,,,1,3,,44,792,,,20,,,,2,13,312,18,,41,584,4,73,  1 633,,87,27,12,19,,,,339,6,,,1,839,  23 291,,,2,,7,  9 093,7,,  1 174,,,,,6,11,,1,2,,,699,248,146,12,175,11,  1 048,,32,  13 275,1,213,2,3,2,,,2,,315,26,,1,,4,386,,8,,20,,4,174,,,2,40,,21,,,1,  6 421,,185,2,,,,24,  2 874,,18,1,9,6,,,132,,15,,3,1,2,75,142,  2 028,  60 955,,,38,11,,  1 120,295,19,,,,,,,,,,23,  4 450,2,2,9,,456,312,,2,35,1,  2 574,9,1,1,,,  1 326,400,1,,131,260,,14,,,1,101,151,,,,4,132,,  4 215,,825,,8,7,,19,55,,,,,3
Monaco,,,29,,,,,,48,2,,119,193,,,,,,,836,,,,,,,,65,,,12,,,,1,194,,,,0,,,14,10,,,,,1,,,11,,,,,,,,151,,,,,,,,,,5,,,,67,  7 567,,,2,,,861,,,251,,,,,,3,,,9,,,14,,36,,74,,35,,15,  6 799,,53,,,,,,,0,,197,,,,,,24,,,,,5,,,,0,,,36,,,,,,325,,,,,,455,,18,,,,,,46,,,,,,,12,,56,600,,,,,,26,49,,,,,,,,,,,25,,,,,,28,54,,,39,,299,,,,,,308,944,20,,,,,18,,,,109,74,,,,,,85,  1 807,,416,,,,,14,14,,,,,
Netherlands,  31 360,904,  3 939,,10,  1 051,24,28,  2 863,524,  2 526,  10 087,  6 574,598,55,105,  1 129,68,200,  49 658,21,265,30,196,766,  6 870,216,  13 518,13,565,  13 501,339,  2 764,683,  1 908,  9 241,  11 816,  7 065,13,58,101,,  3 071,  56 282,,,  13 062,17,  1 015,,629,  1 101,202,  1 187,  63 513,385,  5 624,31,  5 051,  3 264,103,73,  7 844,  1 810,  11 903,350,39,  1 089,528,  8 683,6,2,62,  2 571,  22 247,,13,88,532,204,  121 588,  13 310,32,  9 198,7,46,,,636,  2 481,233,  2 358,  1 253,,396,  8 497,431,  17 481,  141 964,  25 656,  41 316,  4 574,3,  5 311,  20 286,829,  5 909,898,128,  2 548,2,  1 120,43,164,  1 204,  3 410,105,  2 084,702,3,  2 055,  1 007,164,283,  3 503,9,158,300,5,,338,351,6,  2 902,,62,454,0,8,  168 971,638,703,239,1,  1 355,,12,  3 658,405,305,  6 352,,,  2 517,430,  11 326,,264,136,179,  3 477,  10 707,  58 601,  14 777,,57,  6 469,62,,  11 168,  35 852,  1 153,2,74,54,,59,20,,145,  1 443,926,  52 241,86,  4 570,  3 160,  16 308,  3 030,74,15,  19 995,  12 995,  2 455,  19 675,  10 053,,  2 024,  188 553,77,  4 115,  6 416,  7 010,28,  12 142,83,,  1 191,,8,527,  4 362,  198 526,13,2,,  1 183,686,523,  47 611,  1 556,  24 529,,623,133,10,  3 355,  12 265,,10,380,957,  1 401
Switzerland,  3 621,  1 723,  8 784,,43,  6 222,,106,  7 940,607,,  5 416,  58 803,440,111,296,  1 831,69,  1 006,  14 201,63,503,,75,  2 958,  51 084,59,  32 302,,43,  4 899,570,540,  2 383,  6 446,  11 051,  1 977,,,195,286,,  6 921,  15 244,,,  10 460,28,  1 262,,794,  2 649,  19 678,  2 831,,351,  12 499,478,  5 805,  5 312,90,261,  9 543,  4 245,  5 772,648,32,  5 923,458,  4 357,,,66,  4 910,  132 304,,,238,625,593,  318 895,  2 523,,  7 623,,44,,,907,  1 029,272,132,  1 655,15,505,  14 708,285,  16 707,  3 309,  8 030,  6 516,  3 094,,  3 353,  233 104,732,  6 597,603,  1 808,  3 052,8,397,397,952,  1 330,  5 579,72,401,971,  2 267,945,  2 140,  1 589,102,  2 126,62,375,267,2,,112,  2 619,,  5 690,,240,608,  2 629,,  15 725,  1 206,208,251,15,865,  21 455,,  1 675,554,193,  3 073,,,  2 147,74,  3 893,1,460,238,885,  8 619,  12 046,  21 465,  172 274,,64,  3 126,991,,  12 307,  16 189,966,,4,56,,14,14,99,53,840,  2 060,  109 553,219,315,  1 640,,  7 597,  3 384,16,  4 185,  6 870,497,  53 545,  28 600,158,410,101,99,  9 187,,  2 820,161,  17 860,  51 676,8,  1 625,,16,306,  9 849,  75 957,66,,4,710,  6 128,347,  41 104,823,  33 718,,  1 553,597,21,  3 530,  10 860,,7,382,356,976
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,,604,492,,,,,,,,,,
Antigua and Barbuda,,,,,,,39,,,,5,7,,,2,,,287,,,12,,12,,,,,,97,,,,,,,412,,11,,,,,,134,,,,,,,,,,20,14,,,,,,,  4 513,  1 698,,10,,,,,  1 305,,,,,42,5,,,,,82,30,,,,183,75,,,,,  6 157,32,,7,,,79,,,,,,,72,  3 795,20,,,,,,,,,55,,,,,,,,,,,,,,5,,,,5,,,,,  1 083,,,,,,,16,,12,,,41,,,,,0,,,,,,,,,54,,,,,,,,,453,644,,872,,,,,,,,,,28,,,,,45,,12,,,,45,,,,243,,,,,,,,684,,,,6,,,,,946,,  2 497,710,,,,39,,,,,,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,,  8 183,,,,,,,,,,,,,,,145,  4 200,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,345,  1 162,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 269,,,,,,,,,,,,,,,  1 091,876,,218,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,  1 479,,,,,,,,,,,,,,13,,,,,,,,,791,,,,,  3 318,,,,,,
Bahamas,,,,,,,,11,93,,5,73,29,,,,,102,,30,19,,25,,,,13,93,9,,13,,,,,  1 273,,,14,,,,25,137,9,,134,,,,49,,,278,,,4,4,,9,,41,218,33,7,60,,,4,,,,,5,130,,,,,,206,45,,48,,36,16,,24,,,  1 136,  40 085,,33,10,2,526,25,5,,35,,11,121,  5 706,22,,,13,,,,,,3,,,,,,,,,14,,,5,,,,,,112,,,,,2,4,,,,,,52,,19,6,,136,,,8,,12,,41,,,273,972,17,16,9,,5,,,90,18,,,17,57,,24,,,,4,2,,,3,,,,,,,59,,58,28,,,,8,23,157,,,5,5,,,,,202,,19,,292,,6,4,,  1 477,,  4 488,,15,,,28,2,,,,4,7
Barbados,,,,,,,,287,,,,31,,,69,,,,,,,,,,,,,,,,,,,,,845,,,,,,,,,,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,,,,,,,714,,,,,,  3 234,,,,,,558,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  4 194,,  4 648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 213,,,,,,,,,  3 779,,  1 406,,,,,,,,,,,
British Virgin Islands,,,,,,,,394,,,10,12,,,14,,,95,,,3,,9,,,,,,,,,,,,,123,,3,,,,,,2,,,,,,,,,,8,5,,,,,,,629,760,,,,,,,,,,,,12,,,,,,29,,,,,,3,,,,,854,9,,,,,20,,,,,,,8,277,2,,,,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,110,,,,,,,13,,9,,,3,,,,,,,,,,,,,,32,,,,,,,,,  1 580,279,,  1 063,,,,,,,,,,6,,,,,,,1,,,,,,,,,,,,,,,,210,,,,2,,,,,448,,685,,,,,6,,,,,,
Caribbean Netherlands,,,,,,,25,22,3,,664,,,,19,,,57,,,,,,,,,,,56,,,,,,,77,,,,,,,,15,15,,517,,,,,,,40,  3 617,,,,,,,20,  1 198,,,,,,,,,,,,28,0,,,,,,,,,,0,24,,,,,145,88,,,,,8,39,,,,,,15,347,26,,,,,,,,,57,,,,,,,,,,,,,,24,,,,0,,,,,,,,,,,,  1 859,,3,,,,,,2,,,,,,,,,,42,9,,,,,,,,,23,0,,12,,,,,,,,,,452,,,,,,,15,,,,366,,,,,,,,,,,,6,,,,,,,,,49,,517,0,,,,422,,,,,,
Cayman Islands,,,,,,,,,18,,,241,66,,239,,,235,,18,450,,45,,,,,92,,,,,,,,  1 852,,,,,,21,,,,,536,,,,168,,,966,18,,,,,26,,,86,,,,,,,,,,,15,51,,,,,,176,,,,,23,,,,,,429,26,,  2 338,,,744,,15,,297,,18,119,  13 159,29,,,48,,,,,,,,,,,,,,,26,,,,,,,,,54,,,,,,,,,,,,51,,74,507,39,15,,,,,143,,176,,,21,  2 405,,,63,,,,,,,,,,15,,42,,,,,,,,,,,,,,,51,,39,,,,,,,105,,,71,,,,,,402,,,,,,,,,  2 737,21,  3 669,,,,,48,,,,,15,26
Cuba,,114,49,4,7,102,,3,174,3,,6,17,26,2,,3,20,35,14,4,6,2,,60,4,,41,,,139,,,2,3,63,,,13,3,,,184,308,3,,166,,23,,41,,2,,3,,190,3,7,3,,10,125,63,7,28,6,2,,21,,,,4,154,2,,,,5,353,3,,20,91,84,28,2,71,13,6,10,969,,35,72,,32,15,2,5,,,3,231,307,31,10,23,4,,,7,4,9,58,,,5,,7,,2,,,,,,,,,,,417,,,7,,,10,,,3,,,22,,,280,,5,,,2,6,,,86,2,7,89,7,99,16,128,,9,,,71,  2 108,,,,,,4,4,,,6,,,,,2,,19,,4,,,1,  5 024,5,10,1,,,13,27,39,,,,,,,,3,,17,,,,2,641,2,52,2,556,2,28,10,,202,,,2,29,,
Cura‡ao,,,,,,,39,50,20,,  1 572,0,,,75,,,176,,84,,,,,,,,,92,,,,,,,83,,  2 148,,,,,,450,103,,  4 414,,,,,,,215,,,,,,,,99,  5 259,,,,,,,,,,,,9,2,,,,,115,,,,,2,87,,,,,422,  1 811,,,,,587,168,,,,,,22,  1 197,120,,,,,,,,,232,,,,,,,,,,,,,,29,,,,12,,,,,,,,,,,,  8 745,,1,,,,,,1,,,,,,,97,,,846,14,,,,,,,,,167,1,,268,,,,,,,,,,460,,,,,,,19,,,,  1 722,,,,,,,,,,,,89,,,,,,,,,23,,304,26,,,,  1 645,,,,,,
Dominica,,,,,,,16,421,,,39,6,,,10,,,139,,,0,,1,,,,,,71,,,,,,,153,,,,,,,,32,,,,,,,,,,10,,,,,,,,0,0,,1,,,,,1,,,,,67,19,,,,,25,6,,,,,  1 260,,0,,,158,32,,1,,,23,,,,,,,1,108,0,,,,,,,,,28,,,,,,,,,,,,,,119,,,,0,,,,,135,,,,,,,9,,0,,,42,,,,,6,,,,,,,,,14,,,,,,,,,52,234,,104,,,,,,,,,,,,,,,,,,,,,16,,,,14,,,,,,,,254,,,,1,,,,,527,,518,,,,,25,,,,,,
Dominican Republic,8,29,87,,,25,189,362,  3 597,8,449,91,  1 314,,124,29,4,37,12,667,78,25,12,12,494,8,,  1 293,17,,486,,4,161,4,  4 850,4,9,17,8,4,,  2 575,  4 919,,,  6 395,,,12,  2 113,4,,  9 291,44,8,17,,8,95,,32,,  1 293,8,498,,,,,,,,61,  3 437,,,,,17,  6 921,,,128,,12,132,,647,4,,61,  254 875,,590,69,20,391,29,95,8,69,,252,  9 476,573,  1 710,49,4,104,,4,,32,20,976,,4,37,,25,37,25,,49,,17,45,,69,,8,,  2 365,,4,4,123,17,29,17,8,,8,,787,8,8,565,4,57,,,91,,226,,952,,84,  2 711,156,647,217,  11 936,,746,8,,41,391,,128,104,379,,4,,,8,32,4,245,,20,20,21,12,4,,4,330,7,  10 012,,256,5,140,,503,  2 914,104,,,8,,17,,20,136,12,99,,4,4,,165,,791,4,  12 410,642,  2 213,,,  19 380,74,17,,4,8,4
Grenada,,,,,,,,49,,,,,,,39,,,230,,,,,,,,,,,18,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,211,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 830,,,,,,,,,,,,907,,,,440,,,,,,
Guadeloupe,,,150,,,,,,,,,,,,,,,,,446,,,,,,,,61,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,  4 215,913,,,,,,,,,,,,  53 722,  1 148,,,,,303,,,,,,,,,,,181,  14 731,,,,,193,,,,,,,348,,,,,,,,,,,245,,,,,,,,,,,,,,  9 104,,,,,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,450,,,,,383,,,,,,398,,,,,,,,,,,,,,,,,,,,,,,36,,,215,285,,,,,,,,,,,,,,,,,402,,478,,,,,,,,,,,
Haiti,,,,,,,,,856,,,,313,,,,,,,,,,,,,,,,,,,,,,,  1 156,,,,,,,613,640,,,  1 523,,,,504,,,  2 213,,,,,,,,,  4 426,,,,,,,,,,,,818,,,,,,  1 648,,,,,,,,,,,,,,,,,,,,,,,,  2 257,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,646,,,,  2 843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 384,,,,,,,694,,,,,,,,,,,,,,,,,,,,  2 956,,527,,,  4 616,,,,,,
Jamaica,,,,,,,,214,,,,,,,927,,,747,,,10,,,,,,,,,,,,,,,  1 839,,,,,,,,,,,,,,,139,,,  2 507,,,,,,,,192,,,,185,,,,,,,,,,,,,,,,,,,,288,,,423,,,,,,225,,,  1 578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,104,,,,,,,,,,,,,,,,134,459,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  3 219,,,,,,,,,  6 635,,  8 672,,,,,,,,,,,
Martinique,,,101,,,,,,,,,,,,,,,,,128,,,,,,,,73,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,409,134,,,,,,,,,,,,  45 436,  1 745,,,,,,,,,,,  5 271,,,,,9,  1 708,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,  1 959,,,,,,,,,,,,,,,,,,,,,,,14,,,,151,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,
